|index|Symbol|Security Name
5560|4408|SPE|Special Opportunities Fund, Inc Common Stock
5561|4409|SPE-B|Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock, Series B
5562|2972|SPEX|Spherix Incorporated - Common Stock
5563|2973|SPFI|South Plains Financial, Inc. - Common Stock
5564|4413|SPG|Simon Property Group, Inc. Common Stock
5565|4414|SPG-J|Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock
5566|4415|SPGI|S&P Global Inc. Common Stock
5567|4418|SPH|Suburban Propane Partners, L.P. Common Stock
5568|2974|SPHS|Sophiris Bio, Inc. - Common Shares
5569|2975|SPI|SPI Energy Co., Ltd. - Ordinary Shares
5570|2976|SPKE|Spark Energy, Inc. - Class A Common Stock
5571|2977|SPKEP|Spark Energy, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock
5572|2978|SPLK|Splunk Inc. - Common Stock
5573|4427|SPLP|Steel Partners Holdings LP LTD PARTNERSHIP UNIT
5574|4428|SPLP-A|Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value
5575|4434|SPN|Superior Energy Services, Inc. Common Stock
5576|2979|SPNE|SeaSpine Holdings Corporation - Common Stock
5577|2980|SPNS|Sapiens International Corporation N.V. - Common Shares
5578|2981|SPOK|Spok Holdings, Inc. - Common Stock
5579|4435|SPOT|Spotify Technology S.A. Ordinary Shares
5580|2982|SPPI|Spectrum Pharmaceuticals, Inc. - Common Stock
5581|4437|SPR|Spirit Aerosystems Holdings, Inc. Common Stock
5582|2983|SPRO|Spero Therapeutics, Inc. - Common Stock
5583|2984|SPRT|Support.com, Inc. - Common Stock
5584|2985|SPSC|SPS Commerce, Inc. - Common Stock
5585|2986|SPT|Sprout Social, Inc - Class A Common Stock
5586|2987|SPTN|SpartanNash Company - Common Stock
5587|2988|SPWH|Sportsman's Warehouse Holdings, Inc. - Common Stock
5588|2989|SPWR|SunPower Corporation - Common Stock
5589|4450|SPXC|SPX Corporation Common Stock
5590|4458|SPXX|Nuveen S&P 500 Dynamic Overwrite Fund
5591|4465|SQ|Square, Inc. Class A Common Stock
5592|2990|SQBG|Sequential Brands Group, Inc. - Common Stock
5593|2991|SQLV|Legg Mason Small-Cap Quality Value ETF
5594|4466|SQM|Sociedad Quimica y Minera S.A. Common Stock
5595|4467|SQNS|Sequans Communications S.A. American Depositary Shares
5596|2992|SQQQ|ProShares UltraPro Short QQQ
5597|4468|SR|Spire Inc. Common Stock
5598|4469|SR-A|Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock
5599|2993|SRAC|Stable Road Acquisition Corp. - Class A Common Stock
5600|2994|SRACU|Stable Road Acquisition Corp. - Unit
5601|2995|SRACW|Stable Road Acquisition Corp. - Warrant
5602|2996|SRAX|SRAX, Inc. - Class A Common Stock
5603|4470|SRC|Spirit Realty Capital, Inc. Common Stock
5604|4471|SRC-A|Spirit Realty Capital, Inc. 6.000% Series A Cumulative Redeemable Preferred Stock
5605|2997|SRCE|1st Source Corporation - Common Stock
5606|2998|SRCL|Stericycle, Inc. - Common Stock
5607|2999|SRDX|Surmodics, Inc. - Common Stock
5608|4472|SRE|Sempra Energy Common Stock
5609|4473|SRE-A|Sempra Energy 6% Mandatory Convertible Preferred Stock, Series A
5610|4474|SRE-B|Sempra Energy 6.75% Mandatory Convertible Preferred Stock, Series B
5611|4475|SREA|Sempra Energy 5.750% Junior Subordinated Notes due 2079
5612|3000|SRET|Global X SuperDividend REIT ETF
5613|3001|SREV|ServiceSource International, Inc. - Common Stock
5614|4476|SRF|Cushing Energy Income Fund Common Shares of Beneficial Interest
5615|4477|SRG|Seritage Growth Properties Class A Common Stock
5616|4478|SRG-A|Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
5617|4479|SRI|Stoneridge, Inc. Common Stock
5618|4480|SRL|Scully Royalty Ltd.
5619|4482|SRLP|Sprague Resources LP Common Units representing Limited Partner Interests
5620|3002|SRNE|Sorrento Therapeutics, Inc. - Common Stock
5621|3003|SRPT|Sarepta Therapeutics, Inc. - Common Stock
5622|3004|SRRA|Sierra Oncology, Inc. - Common Stock
5623|3005|SRRK|Scholar Rock Holding Corporation - Common Stock
5624|4484|SRT|StarTek, Inc. Common Stock
5625|3006|SRTS|Sensus Healthcare, Inc. - Common Stock
5626|3007|SRTSW|Sensus Healthcare, Inc. - Warrant
5627|4486|SRV|Cushing MLP & Infrastructure Total Return Fund
5628|3008|SSB|South State Corporation - Common Stock
5629|3009|SSBI|Summit State Bank - Common Stock
5630|4488|SSD|Simpson Manufacturing Company, Inc. Common Stock
5631|4490|SSI|Stage Stores, Inc. Common Stock
5632|3010|SSKN|Strata Skin Sciences, Inc. - Common Stock
5633|4491|SSL|Sasol Ltd. American Depositary Shares
5634|3011|SSNC|SS&C Technologies Holdings, Inc. - Common Stock
5635|3012|SSNT|SilverSun Technologies, Inc. - Common Stock
5636|3013|SSP|E.W. Scripps Company (The) - Class A Common Stock
5637|3014|SSPK|Silver Spike Acquisition Corp. - Class A Ordinary Shares
5638|3015|SSPKU|Silver Spike Acquisition Corp. - Units
5639|3016|SSPKW|Silver Spike Acquisition Corp. - Warrants
5640|3017|SSRM|SSR Mining Inc. - Common Stock
5641|3018|SSSS|Sutter Rock Capital Corp. - Common Stock
5642|3019|SSTI|ShotSpotter, Inc. - Common Stock
5643|4494|SSTK|Shutterstock, Inc. Common Stock
5644|3020|SSYS|Stratasys, Ltd. - Common Stock
5645|4497|ST|Sensata Technologies Holding plc Ordinary Shares
5646|3021|STAA|STAAR Surgical Company - Common Stock
5647|3022|STAF|Staffing 360 Solutions, Inc. - Common Stock
5648|4498|STAG|Stag Industrial, Inc. Common Stock
5649|4499|STAG-C|Stag Industrial, Inc. 6.875% Series C Cumulative Redeemable Preferred Stock
5650|4500|STAR|iStar Inc. Common Stock
5651|4501|STAR-D|iStar Inc. Series D Cumulative Redeemable Preferred Stock
5652|4502|STAR-G|iStar Inc. Series G Cumulative Redeemable Preferred Stock
5653|4503|STAR-I|iStar Inc. Series I Cumulative Redeemable Preferred Stock
5654|3023|STAY|Extended Stay America, Inc. - Paired Shares
5655|3024|STBA|S&T Bancorp, Inc. - Common Stock
5656|4504|STC|Stewart Information Services Corporation Common Stock
5657|3025|STCN|Steel Connect, Inc. - Common Stock
5658|4505|STE|STERIS plc (Ireland) Ordinary Shares
5659|3026|STFC|State Auto Financial Corporation - Common Stock
5660|4506|STG|Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares
5661|3027|STIM|Neuronetics, Inc. - Common Stock
5662|4508|STK|Columbia Seligman Premium Technology Growth Fund Inc
5663|3028|STKL|SunOpta, Inc. - Common Stock
5664|3029|STKS|The ONE Group Hospitality, Inc. - Common Stock
5665|4509|STL|Sterling Bancorp
5666|4510|STL-A|Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative, Perpetual Preferred Stock, Series A
5667|3030|STLD|Steel Dynamics, Inc. - Common Stock
5668|4513|STM|STMicroelectronics N.V. Common Stock
5669|3031|STML|Stemline Therapeutics, Inc. - Common Stock
5670|3032|STMP|Stamps.com Inc. - Common Stock
5671|4514|STN|Stantec Inc Common Stock
5672|3033|STND|Standard AVB Financial Corp. - Common Stock
5673|3034|STNE|StoneCo Ltd. - Class A Common Share
5674|4515|STNG|Scorpio Tankers Inc. Common Shares
5675|3035|STOK|Stoke Therapeutics, Inc. - Common Stock
5676|4516|STON|StoneMor Inc. Common Stock
5677|4517|STOR|STORE Capital Corporation Common Stock
5678|3036|STRA|Strategic Education, Inc. - Common Stock
5679|3037|STRL|Sterling Construction Company Inc - Common Stock
5680|3038|STRM|Streamline Health Solutions, Inc. - Common Stock
5681|3039|STRO|Sutro Biopharma, Inc. - Common Stock
5682|3040|STRS|Stratus Properties Inc. - Common Stock
5683|3041|STRT|STRATTEC SECURITY CORPORATION - Common Stock
5684|3042|STSA|Satsuma Pharmaceuticals, Inc. - Common stock
5685|4521|STT|State Street Corporation Common Stock
5686|4522|STT-C*|State Street Corporation Dep Shs 
5687|4523|STT-D|State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D
5688|4524|STT-G|State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative
5689|4525|STWD|STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.
5690|3043|STX|Seagate Technology PLC - Ordinary Shares (Ireland)
5691|3044|STXB|Spirit of Texas Bancshares, Inc. - Common Stock
5692|4527|STZ|Constellation Brands, Inc. Common Stock
5693|4528|STZ.B|Constellation Brands, Inc. Common Stock
5694|4529|SU|Suncor Energy  Inc. Common Stock
5695|4531|SUI|Sun Communities, Inc. Common Stock
5696|4532|SUM|Summit Materials, Inc. Class A Common Stock
5697|3045|SUMR|Summer Infant, Inc. - Common Stock
5698|4533|SUN|Sunoco LP Common Units representing limited partner interests
5699|3046|SUNS|Solar Senior Capital Ltd. - Common Stock
5700|3047|SUNW|Sunworks, Inc. - Common Stock
5701|4534|SUP|Superior Industries International, Inc. Common Stock (DE)
5702|3048|SUPN|Supernus Pharmaceuticals, Inc. - Common Stock
5703|4535|SUPV|Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
5704|3049|SURF|Surface Oncology, Inc. - Common Stock
5705|3050|SUSB|iShares ESG 1-5 Year USD Corporate Bond ETF
5706|3051|SUSC|iShares ESG USD Corporate Bond ETF
5707|3052|SUSL|iShares ESG MSCI USA Leaders ETF
5708|4537|SUZ|Suzano S.A. American Depositary Shares (each representing One Ordinary Share)
5709|3053|SVA|Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)
5710|3054|SVBI|Severn Bancorp Inc - Common Stock
5711|3055|SVC|Service Properties Trust - Shares of Beneficial Interest
5712|3056|SVMK|SVMK Inc. - Common Stock
5713|3057|SVRA|Savara, Inc. - Common Stock
5714|3058|SVVC|Firsthand Technology Value Fund, Inc. - Common Stock
5715|3059|SWAV|ShockWave Medical, Inc. - Common Stock
5716|4542|SWCH|Switch, Inc. Class A Common Stock
5717|4543|SWI|SolarWinds Corporation Common Stock
5718|3060|SWIR|Sierra Wireless, Inc. - Common Stock
5719|4544|SWK|Stanley Black & Decker, Inc. Common Stock
5720|3061|SWKH|SWK Holdings Corporation - Common Stock
5721|3062|SWKS|Skyworks Solutions, Inc. - Common Stock
5722|4545|SWM|Schweitzer-Mauduit International, Inc. Common Stock
5723|4546|SWN|Southwestern Energy Company Common Stock
5724|4547|SWP|Stanley Black & Decker, Inc. Corporate Units
5725|4548|SWT|Stanley Black & Decker, Inc. Corporate Unit
5726|3063|SWTX|SpringWorks Therapeutics, Inc. - common stock
5727|4549|SWX|Southwest Gas Holdings, Inc. Common Stock (DE)
5728|4550|SWZ|Swiss Helvetia Fund, Inc. (The) Common Stock
5729|4551|SXC|SunCoke Energy, Inc. Common Stock
5730|4552|SXI|Standex International Corporation Common Stock
5731|4553|SXT|Sensient Technologies Corporation Common Stock
5732|3064|SXTC|China SXT Pharmaceuticals, Inc. - Common Stock
5733|3065|SY|So-Young International Inc. - American Depository Shares
5734|3066|SYBT|Stock Yards Bancorp, Inc. - Common Stock
5735|3067|SYBX|Synlogic, Inc. - Common Stock
5736|4555|SYF|Synchrony Financial Common Stock
5737|4556|SYF-A|Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A
5738|4558|SYK|Stryker Corporation Common Stock
5739|3068|SYKE|Sykes Enterprises, Incorporated - Common Stock
5740|3069|SYNA|Synaptics Incorporated - Common Stock
5741|3070|SYNC|Synacor, Inc. - Common Stock
5742|3071|SYNH|Syneos Health, Inc. - Class A Common Stock
5743|3072|SYNL|Synalloy Corporation - Common Stock
5744|3073|SYPR|Sypris Solutions, Inc. - Common Stock
5745|3074|SYRS|Syros Pharmaceuticals, Inc. - common stock
5746|4562|SYX|Systemax Inc. Common Stock
5747|4563|SYY|Sysco Corporation Common Stock
5748|4564|SZC|Cushing Renaissance Fund (The) Common Shares of Beneficial Interest
5749|4567|T|AT&T Inc.
5750|4568|T-A|AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A
5751|4569|T-C|AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C
5752|3075|TA|TravelCenters of America Inc.  - Common Stock
5753|4570|TAC|TransAlta Corporation Ordinary Shares
5754|3076|TACO|Del Taco Restaurants, Inc. - Common Stock
5755|3077|TACOW|Del Taco Restaurants, Inc. - Warrants
5756|3078|TACT|TransAct Technologies Incorporated - Common Stock
5757|3079|TAIT|Taitron Components Incorporated - Class A Common Stock
5758|4573|TAK|Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
5759|4574|TAL|TAL Education Group American Depositary Shares
5760|4575|TALO|Talos Energy, Inc. Common Stock
5761|3080|TANH|Tantech Holdings Ltd. - Common Stock
5762|3081|TANNI|TravelCenters of America Inc.  - 8.25% Senior Notes due 2028
5763|3082|TANNL|TravelCenters of America Inc.  - 8.00% Senior Notes due 2029
5764|3083|TANNZ|TravelCenters of America Inc.  - 8.00% Senior Notes due 2030
5765|3084|TAOP|Taoping Inc. - Ordinary Shares
5766|4578|TAP|Molson Coors Beverage Company Class B Common Stock
5767|4579|TAP.A|Molson Coors Beverage Company Molson Coors Brewing Company Class A Common Stock
5768|3085|TARA|ArTara Therapeutics, Inc.  - Common Stock
5769|4581|TARO|Taro Pharmaceutical Industries Ltd. Ordinary Shares
5770|3086|TAST|Carrols Restaurant Group, Inc. - Common Stock
5771|3087|TATT|TAT Technologies Ltd. - Ordinary Shares
5772|3088|TAYD|Taylor Devices, Inc. - Common Stock
5773|4585|TBB|AT&T Inc. 5.350% Global Notes due 2066
5774|3089|TBBK|The Bancorp, Inc. - Common Stock
5775|4586|TBC|AT&T Inc. 5.625% Global Notes due 2067
5776|4588|TBI|TrueBlue, Inc. Common Stock
5777|3090|TBIO|Translate Bio, Inc. - Common Stock
5778|3091|TBK|Triumph Bancorp, Inc. - Common Stock
5779|3092|TBLT|ToughBuilt Industries, Inc. - Common Stock
5780|3093|TBLTW|ToughBuilt Industries, Inc. - Warrant
5781|3094|TBNK|Territorial Bancorp Inc. - Common Stock
5782|3095|TBPH|Theravance Biopharma, Inc. - Ordinary Shares
5783|3096|TC|TuanChe Limited - American Depositary Shares
5784|3097|TCBI|Texas Capital Bancshares, Inc. - Common Stock
5785|3098|TCBIL|Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042
5786|3099|TCBIP|Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A
5787|3100|TCBK|TriCo Bancshares - Common Stock
5788|3101|TCCO|Technical Communications Corporation - Common Stock
5789|3102|TCDA|Tricida, Inc. - Common Stock
5790|3103|TCF|TCF Financial Corporation - Common Stock
5791|3104|TCFC|The Community Financial Corporation - Common Stock
5792|3105|TCFCP|TCF Financial Corporation - Depositary Shares representing 5.70% Series C Non-Cumulative Preferred Stock
5793|4593|TCI|Transcontinental Realty Investors, Inc. Common Stock
5794|3106|TCMD|Tactile Systems Technology, Inc. - Common Stock
5795|4594|TCO|Taubman Centers, Inc. Common Stock
5796|4595|TCO-J|Taubman Centers, Inc. Preferred Shares Series J
5797|4596|TCO-K|Taubman Centers, Inc. Preferred Series K
5798|3107|TCOM|Trip.com Group Limited - American Depositary Shares
5799|3108|TCON|TRACON Pharmaceuticals, Inc. - Common Stock
5800|4597|TCP|TC PipeLines, LP Common Units representing Limited Partner Interests
5801|3109|TCPC|BlackRock TCP Capital Corp. - Common Stock
5802|3110|TCRD|THL Credit, Inc. - Common Stock
5803|3111|TCRR|TCR2 Therapeutics Inc. - Common Stock
5804|4598|TCRW|THL Credit, Inc. 6.125% Notes Due 2023
5805|4599|TCRZ|THL Credit, Inc. 6.75% Notes due 2022
5806|4600|TCS|Container Store (The) Common Stock
5807|3112|TCX|Tucows Inc. - Common Stock
5808|4602|TD|Toronto Dominion Bank (The) Common Stock
5809|4603|TDA|Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061
5810|3113|TDAC|Trident Acquisitions Corp. - Common Stock
5811|3114|TDACU|Trident Acquisitions Corp. - Units
5812|3115|TDACW|Trident Acquisitions Corp. - Warrant
5813|4604|TDC|Teradata Corporation Common Stock
5814|4605|TDE|Telephone and Data Systems, Inc. 6.875% Senior Notes due 2059
5815|4606|TDF|Templeton Dragon Fund, Inc. Common Stock
5816|4607|TDG|Transdigm Group Incorporated Transdigm Group Inc. Common Stock
5817|4608|TDI|Telephone and Data Systems, Inc. Sr Nt
5818|3116|TDIV|First Trust NASDAQ Technology Dividend Index Fund
5819|4609|TDJ|Telephone and Data Systems, Inc. 7% Senior Notes due 2060
5820|4610|TDOC|Teladoc Health, Inc. Common Stock
5821|4611|TDS|Telephone and Data Systems, Inc. Common Shares
5822|4615|TDW|Tidewater Inc. Common Stock
5823|4616|TDW+A|Tidewater Inc. Series A Warrants to purchase shares of common stock (expiring July 31, 2023)
5824|4617|TDW+B|Tidewater Inc. Series B Warrants to purchase shares of common stock (expiring July 31, 2023)
5825|4619|TDY|Teledyne Technologies Incorporated Common Stock
5826|4620|TEAF|Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest
5827|3117|TEAM|Atlassian Corporation Plc - Class A Ordinary Shares
5828|3118|TECD|Tech Data Corporation - Common Stock
5829|3119|TECH|Bio-Techne Corp - Common Stock
5830|4622|TECK|Teck Resources Ltd Ordinary Shares
5831|3120|TECTP|Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock
5832|3121|TEDU|Tarena International, Inc. - American Depositary Shares
5833|4625|TEF|Telefonica SA Common Stock
5834|4626|TEI|Templeton Emerging Markets Income Fund, Inc. Common Stock
5835|4627|TEL|TE Connectivity Ltd. New Switzerland Registered Shares
5836|3122|TELA|TELA Bio, Inc. - Common stock
5837|3123|TELL|Tellurian Inc. - Common Stock
5838|4628|TEN|Tenneco Inc. Class A Voting Common Stock
5839|3124|TENB|Tenable Holdings, Inc. - Common Stock
5840|3125|TENX|Tenax Therapeutics, Inc. - Common Stock
5841|4629|TEO|Telecom Argentina SA
5842|3126|TER|Teradyne, Inc. - Common Stock
5843|3127|TERP|TerraForm Power, Inc. - Class A Common Stock New
5844|3128|TESS|TESSCO Technologies Incorporated - Common Stock
5845|3129|TEUM|Pareteum Corporation - Common Stock
5846|4631|TEVA|Teva Pharmaceutical Industries Limited American Depositary Shares
5847|4632|TEX|Terex Corporation Common Stock
5848|4633|TFC|Truist Financial Corporation Common Stock
5849|4634|TFC-F|Truist Financial Corporation Depositary Shares Representing 1/1000th Interest Series F Perpetual Preferred
5850|4635|TFC-G|Truist Financial Corporation Depositary Shares Series G
5851|4636|TFC-H|Truist Financial Corporation Series H 
5852|4637|TFC-I|Truist Financial Corporation Depositary Shares
5853|3130|TFFP|TFF Pharmaceuticals, Inc. - Common Stock
5854|4639|TFII|TFI International Inc. Common Shares
5855|3131|TFSL|TFS Financial Corporation - Common Stock
5856|4643|TFX|Teleflex Incorporated Common Stock
5857|4644|TG|Tredegar Corporation Common Stock
5858|3132|TGA|TransGlobe Energy Corporation - Ordinary Shares
5859|4647|TGE|Tallgrass Energy, LP Class A Shares 
5860|3133|TGEN|Tecogen Inc. - Common Stock
5861|4648|TGH|Textainer Group Holdings Limited Common Shares
5862|4649|TGI|Triumph Group, Inc. Common Stock
5863|3134|TGLS|Tecnoglass Inc. - Ordinary Shares
5864|4650|TGNA|TEGNA Inc
5865|4651|TGP|Teekay LNG Partners L.P.
5866|4652|TGP-A|Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests
5867|4653|TGP-B|Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests
5868|4654|TGS|Transportadora de Gas del Sur SA TGS Common Stock
5869|4655|TGT|Target Corporation Common Stock
5870|3135|TGTX|TG Therapeutics, Inc. - Common Stock
5871|3136|TH|Target Hospitality Corp. - Common Stock
5872|3137|THBR|Thunder Bridge Acquisition II, Ltd. - Class A Ordinary Shares
5873|3138|THBRU|Thunder Bridge Acquisition II, Ltd. - Units
5874|3139|THBRW|Thunder Bridge Acquisition II, Ltd. - Warrants
5875|4656|THC|Tenet Healthcare Corporation Common Stock
5876|3140|THCA|Tuscan Holdings Corp. II - Common Stock
5877|3141|THCAU|Tuscan Holdings Corp. II - Unit
5878|3142|THCAW|Tuscan Holdings Corp. II - Warrant
5879|3143|THCB|Tuscan Holdings Corp. - Common Stock
5880|3144|THCBU|Tuscan Holdings Corp. - Unit
5881|3145|THCBW|Tuscan Holdings Corp. - Warrant
5882|3146|THFF|First Financial Corporation Indiana - Common Stock
5883|4659|THG|Hanover Insurance Group Inc
5884|4660|THGA|The Hanover Insurance Group, Inc. 6.35% Subordinated Debentures due 2053
5885|3147|THMO|ThermoGenesis Holdings, Inc. - Common Stock
5886|4662|THO|Thor Industries, Inc. Common Stock
5887|4663|THQ|Tekla Healthcare Opportunies Fund Shares of Beneficial Interest
5888|4664|THR|Thermon Group Holdings, Inc. Common Stock
5889|3148|THRM|Gentherm Inc - Common Stock
5890|4665|THS|Treehouse Foods, Inc. Common Stock
5891|3149|THTX|Theratechnologies Inc. - Common Shares
5892|4666|THW|Tekla World Healthcare Fund Shares of Beneficial Interest
5893|3150|THWWW|Target Hospitality Corp. - Warrant expiring 3/15/2024
5894|3151|TIBR|Tiberius Acquisition Corporation - Common Stock
5895|3152|TIBRU|Tiberius Acquisition Corporation - Units
5896|3153|TIBRW|Tiberius Acquisition Corporation - Warrant
5897|4667|TIF|Tiffany & Co. Common Stock
5898|3154|TIGO|Millicom International Cellular S.A. - Common Stock
5899|3155|TIGR|UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares
5900|3156|TILE|Interface, Inc. - Common Stock
5901|3157|TIPT|Tiptree Inc. - Common Stock
5902|4672|TISI|Team, Inc. Common Stock
5903|3158|TITN|Titan Machinery Inc. - Common Stock
5904|3159|TIVO|TiVo Corporation - Common Stock
5905|4673|TJX|TJX Companies, Inc. (The) Common Stock
5906|4674|TK|Teekay Corporation Common Stock
5907|4676|TKC|Turkcell Iletisim Hizmetleri AS Common Stock
5908|4677|TKR|Timken Company (The) Common Stock
5909|3160|TLC|Taiwan Liposome Company, Ltd. - American Depositary Shares
5910|3161|TLF|Tandy Leather Factory, Inc. - Common Stock
5911|3162|TLGT|Teligent, Inc. - Common Stock
5912|4681|TLI|Western Asset Corporate Loan Fund Inc Common Stock
5913|4682|TLK|PT Telekomunikasi Indonesia, Tbk
5914|3163|TLND|Talend S.A. - American Depositary Shares
5915|4683|TLRA|Telaria, Inc. Common Stock
5916|4684|TLRD|Tailored Brands, Inc. Common Stock
5917|3164|TLRY|Tilray, Inc. - Class 2 Common Stock
5918|3165|TLSA|Tiziana Life Sciences plc - American Depository Share
5919|3166|TLT|iShares 20+ Year Treasury Bond ETF
5920|4687|TLYS|Tilly's, Inc. Common Stock
5921|4688|TM|Toyota Motor Corporation Common Stock
5922|3167|TMDI|Titan Medical Inc. - Ordinary Shares
5923|3168|TMDX|TransMedics Group, Inc. - Common Stock
5924|4690|TME|Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares
5925|4693|TMHC|Taylor Morrison Home Corporation Common Stock
5926|4694|TMO|Thermo Fisher Scientific Inc Common Stock
5927|3169|TMSR|TMSR Holding Company Limited - Common Stock
5928|4697|TMST|TimkenSteel Corporation Common Shares
5929|3170|TMUS|T-Mobile US, Inc. - Common Stock
5930|3171|TNAV|Telenav, Inc. - Common Stock
5931|4700|TNC|Tennant Company Common Stock
5932|3172|TNDM|Tandem Diabetes Care, Inc. - Common Stock
5933|4701|TNET|TriNet Group, Inc. Common Stock
5934|4702|TNK|Teekay Tankers Ltd.
5935|4703|TNP|Tsakos Energy Navigation Ltd Common Shares
5936|4704|TNP-C|Tsakos Energy Navigation Ltd 8.875% Series C Preferred Cumulative Redeemable Perpetual Preferred Shares
5937|4705|TNP-D|Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares
5938|4706|TNP-E|Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00
5939|4707|TNP-F|Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00
5940|3173|TNXP|Tonix Pharmaceuticals Holding Corp. - Common Stock
5941|3174|TOCA|Tocagen Inc. - Common Stock
5942|4710|TOL|Toll Brothers, Inc. Common Stock
5943|4712|TOO-A|Teekay Offshore Partners L.P. 7.25% Series A Redeemable Preferred Units
5944|4713|TOO-B|Teekay Offshore Partners L.P. 8.50% Series B Cumulative Redeemable Preferred Units, representing limited partner interests
5945|4714|TOO-E|Teekay Offshore Partners L.P. 8.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
5946|3175|TOPS|TOP Ships Inc. - Common Stock
5947|3176|TORC|resTORbio, Inc. - Common Stock
5948|4715|TOT|Total S.A.
5949|3177|TOTA|Tottenham Acquisition I Limited - Ordinary Shares
5950|3178|TOTAR|Tottenham Acquisition I Limited - Right
5951|3179|TOTAU|Tottenham Acquisition I Limited - Unit
5952|3180|TOTAW|Tottenham Acquisition I Limited - Warrant
5953|3181|TOUR|Tuniu Corporation - American Depositary Shares
5954|3182|TOWN|Towne Bank - Common Stock
5955|4718|TPB|Turning Point Brands, Inc. Common Stock
5956|4719|TPC|Tutor Perini Corporation Common Stock
5957|3183|TPCO|Tribune Publishing Company - Common Stock
5958|4720|TPH|TRI Pointe Group, Inc. Common Stock
5959|3184|TPIC|TPI Composites, Inc. - Common Stock
5960|4724|TPL|Texas Pacific Land Trust Common Stock
5961|4727|TPR|Tapestry, Inc. Common Stock
5962|4728|TPRE|Third Point Reinsurance Ltd. Common Shares
5963|3185|TPTX|Turning Point Therapeutics, Inc. - Common stock
5964|4730|TPVG|TriplePoint Venture Growth BDC Corp. Common Stock
5965|4731|TPVY|TriplePoint Venture Growth BDC Corp. 5.75% Notes due 2022
5966|4732|TPX|Tempur Sealy International, Inc. Common Stock
5967|4734|TPZ|Tortoise Power and Energy Infrastructure Fund, Inc Common Stock
5968|3186|TQQQ|ProShares UltraPro QQQ
5969|4735|TR|Tootsie Roll Industries, Inc. Common Stock
5970|4736|TRC|Tejon Ranch Co Common Stock
5971|3187|TRCH|Torchlight Energy Resources, Inc. - Common Stock
5972|4737|TREC|Trecora Resources Common Stock
5973|3188|TREE|LendingTree, Inc. - Common Stock
5974|4738|TREX|Trex Company, Inc. Common Stock
5975|4739|TRGP|Targa Resources, Inc. Common Stock
5976|3189|TRHC|Tabula Rasa HealthCare, Inc. - Common Stock
5977|4740|TRI|Thomson Reuters Corp Ordinary Shares
5978|3190|TRIB|Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares
5979|3191|TRIL|Trillium Therapeutics Inc. - Common Shares
5980|3192|TRIP|TripAdvisor, Inc. - Common Stock
5981|3193|TRMB|Trimble Inc. - Common Stock
5982|3194|TRMD|TORM plc - Class A Common Stock
5983|3195|TRMK|Trustmark Corporation - Common Stock
5984|3196|TRMT|Tremont Mortgage Trust - Common Shares of Beneficial Interest
5985|4741|TRN|Trinity Industries, Inc. Common Stock
